i,latencyope,time
4914,304.718997,0.998948
4915,246.051990,0.999201
4916,242.769995,0.999452
4917,237.950997,0.999697
4918,239.975998,0.999945
4919,238.440000,1.000190
4920,227.615004,1.000426
4921,262.046990,1.000695
4922,241.443006,1.000944
4923,248.636003,1.001201
4924,323.926011,1.001533
4925,238.858993,1.001779
4926,240.534995,1.002027
4927,236.973006,1.002272
4928,231.525002,1.002512
4929,233.480998,1.002752
4930,232.432998,1.002992
4931,240.395006,1.003239
4932,233.829996,1.003481
4933,241.443006,1.003729
4934,232.502993,1.003969
4935,233.829996,1.004210
4936,236.623993,1.004453
4937,257.228006,1.004718
4938,239.208006,1.004965
4939,310.865988,1.005283
4940,309.677998,1.005600
4941,321.831001,1.005929
4942,242.281007,1.006183
4943,254.782994,1.006446
4944,238.929002,1.006691
4945,234.110004,1.006933
4946,217.416993,1.007158
4947,220.489994,1.007386
4948,224.332005,1.007618
4949,217.976005,1.007843
4950,235.436994,1.008086
4951,233.690997,1.008327
4952,257.156993,1.008591
4953,242.281007,1.008841
4954,543.648028,1.009392
4955,436.580012,1.009839
4956,385.107007,1.010233
4957,330.211013,1.010572
4958,239.347995,1.010819
4959,181.729003,1.011060
4960,174.465007,1.011239
4961,198.070993,1.011441
4962,180.261995,1.011626
4963,180.681003,1.011812
4964,176.140995,1.011991
4965,181.727999,1.012178
4966,177.188005,1.012358
4967,192.694002,1.012555
4968,180.261995,1.012739
4969,181.169002,1.012925
4970,180.891002,1.013110
4971,179.702998,1.013295
4972,177.327995,1.013476
4973,178.446004,1.013659
4974,178.585993,1.013841
4975,180.540999,1.014026
4976,179.494004,1.014209
4977,171.670996,1.014385
4978,182.496995,1.014572
4979,181.448995,1.014757
4980,180.331001,1.014942
4981,177.606998,1.015124
4982,172.020998,1.015301
4983,180.122006,1.015485
4984,177.188995,1.015667
4985,177.887006,1.015850
4986,172.649001,1.016027
4987,179.003997,1.016210
4988,180.261006,1.016394
4989,191.575993,1.016590
4990,179.283001,1.016774
4991,177.049005,1.016956
4992,177.048001,1.017138
4993,180.820003,1.017323
4994,174.743996,1.017502
4995,176.978996,1.017683
4996,175.092995,1.017863
4997,181.727999,1.018049
4998,178.375994,1.018232
4999,173.836001,1.018411
5000,181.448995,1.018596
5001,175.373003,1.018780
5002,183.334996,1.018968
5003,177.119000,1.019148
5004,173.138003,1.019325
5005,181.240001,1.019509
5006,182.147007,1.019696
5007,177.887006,1.019878
5008,177.887006,1.020059
5009,176.770001,1.020241
5010,183.683995,1.020429
5011,223.912997,1.020656
5012,210.294005,1.020875
5013,184.172997,1.021067
5014,183.614000,1.021257
5015,180.679999,1.021445
5016,176.419999,1.021628
5017,180.192001,1.021815
5018,181.798998,1.022003
5019,176.909001,1.022187
5020,177.327995,1.022372
5021,172.300002,1.022551
5022,177.957001,1.022736
5023,169.157007,1.022911
5024,132.211004,1.023047
5025,133.606998,1.023185
5026,129.417007,1.023319
5027,134.444999,1.023458
5028,131.231995,1.023593
5029,132.629997,1.023730
5030,130.115004,1.023865
5031,134.864007,1.024004
5032,133.677997,1.024141
5033,130.674001,1.024277
5034,128.997999,1.024410
5035,144.573001,1.024558
5036,133.537003,1.024696
5037,133.886002,1.024834
5038,134.446003,1.024973
5039,132.978996,1.025110
5040,134.585003,1.025250
5041,129.556996,1.025384
5042,131.441993,1.025519
5043,128.997999,1.025652
5044,132.419998,1.025789
5045,132.489993,1.025925
5046,130.813001,1.026061
5047,133.747002,1.026198
5048,129.766006,1.026333
5049,131.720997,1.026468
5050,130.743007,1.026603
5051,131.720997,1.026739
5052,130.115004,1.026874
5053,134.305999,1.027012
5054,132.210000,1.027149
5055,132.140995,1.027285
5056,131.512003,1.027420
5057,126.483006,1.027551
5058,132.140005,1.027686
5059,129.766006,1.027821
5060,133.467998,1.027958
5061,130.115004,1.028093
5062,131.163004,1.028229
5063,132.699002,1.028366
5064,142.407996,1.028513
5065,133.676993,1.028650
5066,133.048001,1.028788
5067,133.676993,1.028925
5068,135.005001,1.029065
5069,136.610004,1.029206
5070,129.207998,1.029338
5071,130.814005,1.029474
5072,131.441993,1.029609
5073,132.419998,1.029745
5074,129.905005,1.029879
5075,133.886002,1.030017
5076,131.512003,1.030153
5077,133.117996,1.030290
5078,131.302004,1.030426
5079,131.092995,1.030561
5080,131.231995,1.030697
5081,131.720997,1.030832
5082,132.211004,1.030969
5083,129.766006,1.031103
5084,134.375005,1.031241
5085,131.231995,1.031376
5086,133.606998,1.031514
5087,130.674001,1.031650
5088,130.743996,1.031784
5089,132.140995,1.031921
5090,129.346998,1.032054
5091,135.284005,1.032194
5092,130.044995,1.032328
5093,133.608002,1.032467
5094,150.299995,1.032621
5095,134.444999,1.032759
5096,128.996995,1.032893
5097,135.772003,1.033032
5098,131.441993,1.033168
5099,135.772003,1.033309
5100,129.207998,1.033442
5101,131.930996,1.033582
5102,132.770001,1.033719
5103,133.606998,1.033857
5104,131.652007,1.033993
5105,129.277003,1.034126
5106,131.092995,1.034262
5107,132.978996,1.034399
5108,130.674001,1.034534
5109,129.766006,1.034668
5110,127.391002,1.034800
5111,132.628993,1.034936
5112,130.672997,1.035071
5113,131.231995,1.035207
5114,126.901999,1.035338
5115,132.909001,1.035475
5116,133.398004,1.035613
5117,131.232999,1.035748
5118,130.254994,1.035883
5119,130.743996,1.036018
5120,130.115004,1.036152
5121,129.905995,1.036285
5122,132.140995,1.036422
5123,152.604000,1.036627
5124,130.394998,1.036762
5125,130.672997,1.036896
5126,131.720997,1.037033
5127,128.369997,1.037166
5128,135.074006,1.037305
5129,132.978996,1.037441
5130,131.023000,1.037577
5131,131.720997,1.037713
5132,128.369997,1.037846
5133,137.238996,1.037987
5134,130.814005,1.038123
5135,132.069996,1.038259
5136,126.483006,1.038389
5137,132.489993,1.038526
5138,136.331000,1.038667
5139,128.298998,1.038800
5140,131.232999,1.038935
5141,132.909001,1.039072
5142,130.254994,1.039207
5143,134.585003,1.039346
5144,132.140005,1.039482
5145,131.024004,1.039617
5146,132.001005,1.039754
5147,132.628993,1.039890
5148,135.003997,1.040030
5149,125.855004,1.040159
5150,134.725007,1.040298
5151,132.839006,1.040435
5152,148.692998,1.040588
5153,132.419998,1.040725
5154,129.067994,1.040858
5155,133.606998,1.040997
5156,131.302993,1.041132
5157,136.960007,1.041273
5158,127.321997,1.041405
5159,132.629997,1.041542
5160,132.699002,1.041679
5161,131.024004,1.041814
5162,132.909001,1.041951
5163,132.210000,1.042087
5164,129.834996,1.042222
5165,129.766006,1.042356
5166,132.001005,1.042492
5167,132.211004,1.042628
5168,130.323999,1.042763
5169,127.181993,1.042895
5170,134.375005,1.043034
5171,129.417007,1.043167
5172,133.117996,1.043304
5173,131.722001,1.043440
5174,129.695996,1.043574
5175,134.585003,1.043713
5176,126.832994,1.043843
5177,129.556996,1.043977
5178,136.820003,1.044118
5179,133.676993,1.044256
5180,129.627006,1.044390
5181,149.041996,1.044543
5182,137.518000,1.044685
5183,132.978996,1.044822
5184,132.001005,1.044958
5185,128.298998,1.045090
5186,134.165995,1.045228
5187,132.978996,1.045366
5188,132.211004,1.045502
5189,126.903004,1.045634
5190,131.722001,1.045769
5191,129.766006,1.045903
5192,130.533997,1.046038
5193,126.273997,1.046168
5194,133.188005,1.046306
5195,132.629997,1.046442
5196,133.537003,1.046580
5197,134.793998,1.046719
5198,127.880005,1.046851
5199,130.813001,1.046986
5200,130.044995,1.047121
5201,132.001005,1.047261
5202,127.949999,1.047392
5203,132.629997,1.047529
5204,128.298998,1.047661
5205,128.789005,1.047795
5206,129.766006,1.047928
5207,128.579006,1.048061
5208,131.023000,1.048196
5209,131.302993,1.048332
5210,133.117996,1.048469
5211,149.112006,1.048623
5212,134.236005,1.048762
5213,132.211004,1.048898
5214,132.628993,1.049035
5215,133.886002,1.049173
5216,129.556996,1.049307
5217,130.254994,1.049442
5218,130.743996,1.049577
5219,129.836000,1.049712
5220,129.626002,1.049845
5221,135.144001,1.049984
5222,129.277003,1.050118
5223,130.953995,1.050253
5224,131.092005,1.050389
5225,131.720997,1.050525
5226,131.092995,1.050661
5227,130.323999,1.050796
5228,129.697000,1.050929
5229,127.880005,1.051062
5230,131.512003,1.051198
5231,131.441993,1.051333
5232,131.232999,1.051469
5233,130.254994,1.051603
5234,134.305999,1.051741
5235,131.791006,1.051877
5236,135.073002,1.052016
5237,125.994004,1.052146
5238,128.229003,1.052279
5239,132.000001,1.052415
5240,145.550002,1.052565
5241,135.074006,1.052704
5242,131.512003,1.052840
5243,134.305999,1.052979
5244,138.914998,1.053122
5245,131.651002,1.053258
5246,130.953995,1.053394
5247,128.718006,1.053526
5248,206.661003,1.053737
5249,205.195000,1.053947
5250,321.552012,1.054283
5251,217.348002,1.054510
5252,185.779005,1.054705
5253,132.350004,1.054841
5254,129.766006,1.054976
5255,166.572005,1.055147
5256,158.402006,1.055310
5257,155.047994,1.055470
5258,260.648987,1.055735
5259,247.799006,1.055989
5260,132.700006,1.056127
5261,132.419998,1.056263
5262,131.023000,1.056399
5263,152.394001,1.056555
5264,133.606998,1.056693
5265,129.346998,1.056827
5266,140.800999,1.056972
5267,139.753000,1.057116
5268,148.413994,1.057269
5269,130.882996,1.057404
5270,131.163004,1.057540
5271,137.238996,1.057681
5272,132.489004,1.057819
5273,129.836000,1.057952
5274,135.074006,1.058092
5275,175.930996,1.058272
5276,143.315003,1.058420
5277,130.533997,1.058555
5278,132.909001,1.058693
5279,173.695997,1.058871
5280,134.585003,1.059010
5281,305.347989,1.059320
5282,159.378993,1.059484
5283,141.708995,1.059630
5284,132.350004,1.059767
5285,131.512003,1.059903
5286,130.323999,1.060038
5287,133.537993,1.060213
5288,127.460997,1.060345
5289,124.876999,1.060474
5290,147.644998,1.060626
5291,125.435006,1.060756
5292,133.467998,1.060893
5293,238.230001,1.061135
5294,128.788000,1.061268
5295,125.576000,1.061398
5296,124.946993,1.061527
5297,126.065002,1.061658
5298,127.181993,1.061790
5299,123.969003,1.061918
5300,132.140995,1.062055
5301,172.158994,1.062234
5302,131.720997,1.062370
5303,186.477002,1.062561
5304,129.277003,1.062695
5305,129.277003,1.062829
5306,132.907997,1.062967
5307,130.533997,1.063102
5308,132.699002,1.063239
5309,130.323999,1.063374
5310,133.049005,1.063511
5311,166.921993,1.063683
5312,133.188005,1.063822
5313,130.045999,1.063957
5314,168.179002,1.064130
5315,179.005001,1.064316
5316,173.836001,1.064498
5317,182.566000,1.064701
5318,174.882996,1.064883
5319,292.706012,1.065183
5320,184.660996,1.065376
5321,172.859000,1.065556
5322,178.446004,1.065742
5323,175.512003,1.065925
5324,147.155995,1.066080
5325,224.959993,1.066309
5326,134.375994,1.066448
5327,132.699002,1.066585
5328,130.184999,1.066719
5329,129.836000,1.066853
5330,131.232999,1.066989
5331,131.441993,1.067125
5332,209.246005,1.067337
5333,197.023997,1.067539
5334,177.608003,1.067727
5335,162.801007,1.067896
5336,164.897006,1.068065
5337,166.782003,1.068236
5338,163.988007,1.068405
5339,176.140995,1.068586
5340,167.898994,1.068759
5341,163.429999,1.068927
5342,167.689999,1.069100
5343,161.963006,1.069267
5344,164.825993,1.069437
5345,161.335003,1.069603
5346,164.686993,1.069772
5347,164.965997,1.069942
5348,163.289995,1.070110
5349,166.782003,1.070281
5350,163.150005,1.070449
5351,163.570003,1.070617
5352,163.499004,1.070786
5353,161.403994,1.070952
5354,165.106001,1.071122
5355,165.803998,1.071293
5356,163.499994,1.071461
5357,193.671003,1.071661
5358,163.079996,1.071828
5359,165.175996,1.071999
5360,166.572005,1.072170
5361,160.216994,1.072335
5362,188.292994,1.072529
5363,171.670996,1.072704
5364,166.572005,1.072875
5365,162.661003,1.073044
5366,164.616999,1.073213
5367,167.969003,1.073386
5368,163.917997,1.073555
5369,165.594000,1.073726
5370,159.239993,1.073890
5371,165.594000,1.074060
5372,160.915995,1.074226
5373,161.474003,1.074392
5374,164.408004,1.074561
5375,161.264994,1.074727
5376,162.241995,1.074894
5377,163.639997,1.075062
5378,161.963006,1.075229
5379,163.220000,1.075397
5380,163.919001,1.075565
5381,165.873993,1.075737
5382,161.824006,1.075903
5383,159.168994,1.076067
5384,163.919001,1.076235
5385,161.753997,1.076402
5386,179.841998,1.076587
5387,169.506005,1.076761
5388,187.105994,1.076953
5389,171.042004,1.077129
5390,188.642996,1.077323
5391,169.296007,1.077497
5392,163.849007,1.077666
5393,163.221004,1.077834
5394,164.547993,1.078004
5395,162.033000,1.078171
5396,163.709003,1.078339
5397,163.709003,1.078508
5398,164.965997,1.078678
5399,166.293001,1.078849
5400,164.127996,1.079018
5401,162.590994,1.079188
5402,164.686004,1.079357
5403,164.686993,1.079527
5404,165.106001,1.079697
5405,163.360004,1.079865
5406,165.314996,1.080035
5407,160.986005,1.080201
5408,161.333999,1.080367
5409,185.290002,1.080557
5410,168.946994,1.080730
5411,165.734004,1.080901
5412,164.615994,1.081070
5413,165.036006,1.081240
5414,159.378993,1.081404
5415,164.547004,1.081573
5416,166.154001,1.081744
5417,163.081000,1.081912
5418,164.965997,1.082082
5419,162.242999,1.082250
5420,162.871002,1.082418
5421,160.985001,1.082584
5422,161.823002,1.082751
5423,167.549995,1.082923
5424,162.451994,1.083091
5425,161.333999,1.083257
5426,162.033000,1.083423
5427,158.890005,1.083588
5428,166.643003,1.083759
5429,164.825993,1.083929
5430,162.940996,1.084096
5431,164.408004,1.084265
5432,159.588002,1.084429
5433,180.679999,1.084614
5434,165.873993,1.084786
5435,167.689999,1.084957
5436,166.782003,1.085129
5437,167.410995,1.085301
5438,165.106001,1.085471
5439,162.730998,1.085638
5440,159.798001,1.085802
5441,164.127996,1.085971
5442,167.271006,1.086144
5443,167.480001,1.086315
5444,161.753997,1.086482
5445,162.801007,1.086650
5446,160.705007,1.086815
5447,161.264004,1.086982
5448,166.572994,1.087153
5449,161.054995,1.087319
5450,162.730998,1.087486
5451,169.576000,1.087701
5452,166.362996,1.087872
5453,164.127996,1.088041
5454,161.682998,1.088207
5455,163.848003,1.088376
5456,178.096001,1.088558
5457,167.271006,1.088730
5458,162.801007,1.088898
5459,162.730998,1.089066
5460,165.455000,1.089236
5461,161.543998,1.089403
5462,159.798001,1.089567
5463,161.682998,1.089733
5464,160.355994,1.089898
5465,163.849007,1.090067
5466,163.849007,1.090235
5467,159.589006,1.090400
5468,164.127996,1.090568
5469,161.753997,1.090735
5470,164.127996,1.090905
5471,162.033000,1.091071
5472,163.220000,1.091239
5473,160.077994,1.091404
5474,161.264004,1.091570
5475,164.616999,1.091739
5476,159.168994,1.091903
5477,161.894000,1.092070
5478,159.798001,1.092234
5479,162.591998,1.092402
5480,183.055003,1.092590
5481,169.296007,1.092764
5482,202.541007,1.092971
5483,186.756995,1.093163
5484,167.899998,1.093336
5485,163.849007,1.093505
5486,161.194999,1.093671
5487,164.616999,1.093840
5488,162.102995,1.094007
5489,161.892996,1.094173
5490,163.150995,1.094342
5491,163.220000,1.094509
5492,161.963006,1.094676
5493,159.517993,1.094841
5494,160.636002,1.095006
5495,165.594000,1.095176
5496,160.566007,1.095342
5497,162.871002,1.095510
5498,158.819996,1.095673
5499,161.543998,1.095839
5500,162.730998,1.096006
5501,160.287003,1.096174
5502,161.194999,1.096340
5503,178.934002,1.096524
5504,167.759994,1.096696
5505,165.873993,1.096867
5506,164.198005,1.097036
5507,163.777993,1.097205
5508,162.451994,1.097372
5509,163.638993,1.097540
5510,162.241995,1.097707
5511,161.474003,1.097874
5512,165.524994,1.098044
5513,162.591998,1.098211
5514,166.152997,1.098381
5515,158.958996,1.098545
5516,162.520999,1.098712
5517,162.940007,1.098880
5518,163.010001,1.099048
5519,164.337995,1.099217
5520,158.890005,1.099381
5521,161.963006,1.099548
5522,161.335003,1.099714
5523,161.963006,1.099880
5524,159.378993,1.100044
5525,161.753997,1.100211
5526,161.333999,1.100377
5527,179.841998,1.100562
5528,165.594000,1.100732
5529,162.520999,1.100899
5530,163.709003,1.101068
5531,163.638993,1.101236
5532,161.614007,1.101403
5533,157.632996,1.101565
5534,162.730998,1.101733
5535,160.356998,1.101898
5536,162.451994,1.102064
5537,160.986005,1.102230
5538,157.214003,1.102392
5539,166.013997,1.102563
5540,163.917997,1.102731
5541,164.757002,1.102902
5542,162.102995,1.103068
5543,160.636002,1.103233
5544,160.356998,1.103399
5545,159.308998,1.103563
5546,213.435997,1.103781
5547,165.314996,1.103951
5548,160.077994,1.104117
5549,163.848003,1.104285
5550,163.220000,1.104453
5551,177.537004,1.104636
5552,163.079996,1.104804
5553,163.709003,1.104972
5554,165.385994,1.105142
5555,157.771996,1.105305
5556,163.220000,1.105473
5557,161.543998,1.105639
5558,160.566007,1.105804
5559,164.059005,1.105973
5560,157.353003,1.106135
5561,163.010001,1.106303
5562,161.333999,1.106469
5563,160.776006,1.106634
5564,160.776006,1.106800
5565,160.495998,1.106966
5566,166.362996,1.107136
5567,158.611001,1.107300
5568,159.308998,1.107465
5569,160.844997,1.107631
5570,158.890005,1.107795
5571,163.429999,1.107963
5572,167.061997,1.108134
5573,161.543998,1.108301
5574,163.079996,1.108469
5575,181.937998,1.108655
5576,162.871002,1.108823
5577,160.146999,1.108988
5578,168.387996,1.109160
5579,166.921993,1.109332
5580,162.940996,1.109500
5581,163.150005,1.109668
5582,159.308998,1.109832
5583,162.730998,1.109999
5584,162.241995,1.110166
5585,161.543998,1.110332
5586,161.054995,1.110498
5587,161.543998,1.110664
5588,161.474003,1.110830
5589,161.684002,1.110997
5590,162.033000,1.111163
5591,158.540002,1.111326
5592,161.054995,1.111492
5593,164.198005,1.111660
5594,161.753997,1.111826
5595,159.588002,1.111990
5596,163.011005,1.112158
5597,160.355994,1.112323
5598,162.241995,1.112490
5599,172.857995,1.112668
5600,160.355994,1.112834
5601,161.753007,1.113004
5602,195.068002,1.113204
5603,169.855004,1.113379
5604,160.287003,1.113544
5605,162.940996,1.113711
5606,161.753007,1.113877
5607,162.033000,1.114044
5608,159.447998,1.114208
5609,164.686004,1.114378
5610,167.830003,1.114551
5611,161.193995,1.114717
5612,161.543998,1.114883
5613,158.541006,1.115046
5614,162.241995,1.115213
5615,170.832995,1.115437
5616,164.407000,1.115606
5617,158.191004,1.115769
5618,163.919001,1.115938
5619,159.029994,1.116101
5620,165.664998,1.116272
5621,159.798001,1.116436
5622,179.492999,1.116621
5623,163.359000,1.116789
5624,161.963006,1.116956
5625,167.061007,1.117127
5626,159.798001,1.117292
5627,161.684002,1.117458
5628,163.150005,1.117626
5629,161.054995,1.117792
5630,159.798001,1.117956
5631,160.776006,1.118122
5632,162.172000,1.118289
5633,161.194999,1.118456
5634,161.264994,1.118622
5635,161.194999,1.118787
5636,159.588002,1.118951
5637,163.429999,1.119120
5638,160.497002,1.119285
5639,158.541006,1.119449
5640,162.940996,1.119617
5641,161.474003,1.119783
5642,161.963006,1.119950
5643,160.705997,1.120115
5644,164.129000,1.120283
5645,163.150005,1.120451
5646,179.772993,1.120635
5647,166.084006,1.120806
5648,160.077005,1.120971
5649,165.036006,1.121141
5650,168.458006,1.121314
5651,161.543998,1.121480
5652,162.451994,1.121647
5653,161.333999,1.121812
5654,162.522003,1.121980
5655,164.477999,1.122149
5656,161.753007,1.122316
5657,159.798001,1.122480
5658,160.775002,1.122646
5659,161.333999,1.122812
5660,162.102995,1.122978
5661,157.703005,1.123140
5662,160.287003,1.123305
5663,160.846001,1.123470
5664,159.378993,1.123634
5665,162.522003,1.123802
5666,157.143993,1.123964
5667,162.940996,1.124132
5668,163.709003,1.124301
5669,163.150995,1.124469
5670,175.791996,1.124649
5671,160.985001,1.124815
5672,164.127996,1.124984
5673,163.919001,1.125153
5674,165.385005,1.125323
5675,161.264994,1.125489
5676,160.216994,1.125654
5677,164.198005,1.125823
5678,164.616999,1.125992
5679,164.616999,1.126161
5680,161.543998,1.126328
5681,158.680006,1.126491
5682,161.403994,1.126657
5683,157.424001,1.126819
5684,161.264004,1.126985
5685,159.798001,1.127149
5686,159.588002,1.127313
5687,160.216994,1.127478
5688,160.426003,1.127643
5689,162.940996,1.127811
5690,161.474003,1.127977
5691,163.639997,1.128145
5692,162.033000,1.128312
5693,160.705997,1.128478
5694,175.722002,1.128659
5695,161.125005,1.128824
5696,157.075003,1.128986
5697,158.960000,1.129150
5698,161.194999,1.129316
5699,163.428995,1.129485
5700,160.705997,1.129650
5701,160.356998,1.129818
5702,160.776006,1.129983
5703,165.524994,1.130153
5704,162.730998,1.130320
5705,158.260998,1.130484
5706,161.963006,1.130650
5707,160.846001,1.130815
5708,162.033000,1.130982
5709,167.271006,1.131154
5710,157.493996,1.131317
5711,162.940007,1.131485
5712,159.657997,1.131650
5713,162.661003,1.131817
5714,161.335003,1.131983
5715,161.684002,1.132150
5716,166.992002,1.132321
5717,162.173004,1.132487
5718,172.439002,1.132664
5719,160.985001,1.132830
5720,187.176003,1.133023
5721,170.414001,1.133198
5722,167.550999,1.133371
5723,159.308998,1.133536
5724,163.919001,1.133704
5725,161.264994,1.133870
5726,163.568999,1.134039
5727,160.846001,1.134204
5728,160.636002,1.134369
5729,161.264994,1.134534
5730,163.011005,1.134702
5731,163.079996,1.134870
5732,157.563001,1.135032
5733,163.011005,1.135201
5734,160.495998,1.135366
5735,164.198005,1.135535
5736,160.287003,1.135700
5737,162.033000,1.135867
5738,162.661003,1.136034
5739,162.173004,1.136201
5740,163.220000,1.136369
5741,176.489993,1.136550
5742,166.501995,1.136722
5743,164.896002,1.136892
5744,161.543998,1.137058
5745,161.475007,1.137225
5746,163.638993,1.137393
5747,160.776006,1.137558
5748,161.335003,1.137724
5749,161.054995,1.137890
5750,162.173004,1.138057
5751,161.753007,1.138224
5752,161.892996,1.138390
5753,163.499994,1.138559
5754,159.378993,1.138722
5755,161.194999,1.138888
5756,161.054995,1.139054
5757,159.867996,1.139218
5758,160.636002,1.139384
5759,159.518997,1.139548
5760,162.312004,1.139714
5761,162.172000,1.139881
5762,160.985001,1.140047
5763,161.682998,1.140213
5764,161.823002,1.140380
5765,178.097005,1.140562
5766,165.385005,1.140733
5767,158.540002,1.140896
5768,165.873993,1.141066
5769,164.547004,1.141236
5770,166.990998,1.141407
5771,160.356998,1.141572
5772,159.798001,1.141737
5773,162.730998,1.141904
5774,161.614007,1.142071
5775,163.988007,1.142239
5776,158.890005,1.142403
5777,162.241995,1.142570
5778,202.960000,1.142820
5779,438.187009,1.143264
5780,167.061997,1.143441
5781,162.590994,1.143608
5782,165.175006,1.143778
5783,162.730998,1.143946
5784,162.241995,1.144113
5785,163.849007,1.144281
5786,159.657997,1.144446
5787,173.487002,1.144624
5788,166.502999,1.144796
5789,159.659001,1.144960
5790,166.711994,1.145132
5791,161.543998,1.145299
5792,162.102995,1.145465
5793,161.894000,1.145632
5794,160.356998,1.145797
5795,162.730998,1.145964
5796,160.846001,1.146130
5797,162.591998,1.146297
5798,158.680996,1.146460
5799,160.355994,1.146625
5800,164.127996,1.146794
5801,162.662007,1.146965
5802,160.915006,1.147130
5803,162.590994,1.147299
5804,160.986005,1.147465
5805,164.826997,1.147634
5806,160.986005,1.147800
5807,160.915006,1.147965
5808,161.543998,1.148132
5809,163.428995,1.148301
5810,162.871002,1.148469
5811,177.398004,1.148651
5812,165.036996,1.148821
5813,163.709003,1.148989
5814,162.591998,1.149157
5815,167.131002,1.149328
5816,160.146999,1.149494
5817,164.896002,1.149664
5818,162.732002,1.149831
5819,163.010001,1.149998
5820,163.360004,1.150166
5821,160.006995,1.150330
5822,164.476995,1.150500
5823,159.589006,1.150664
5824,158.330993,1.150827
5825,159.867996,1.150992
5826,161.684002,1.151158
5827,163.709003,1.151327
5828,163.081000,1.151494
5829,159.588002,1.151658
5830,161.264994,1.151824
5831,161.264994,1.151990
5832,165.524994,1.152161
5833,159.308998,1.152324
5834,163.220000,1.152492
5835,183.822995,1.152681
5836,163.220000,1.152849
5837,163.638993,1.153018
5838,159.938005,1.153183
5839,165.036006,1.153352
5840,161.753997,1.153518
5841,161.194999,1.153684
5842,160.566007,1.153849
5843,158.960000,1.154013
5844,163.570003,1.154181
5845,161.753007,1.154348
5846,160.355994,1.154512
5847,160.216994,1.154678
5848,161.125005,1.154844
5849,163.011005,1.155011
5850,164.407000,1.155181
5851,159.796997,1.155345
5852,164.896002,1.155515
5853,159.029994,1.155679
5854,162.033000,1.155845
5855,158.331997,1.156008
5856,161.264004,1.156174
5857,163.778997,1.156343
5858,174.044995,1.156523
5859,166.921993,1.156695
5860,160.636002,1.156860
5861,163.499994,1.157029
5862,161.753007,1.157196
5863,164.059005,1.157365
5864,160.356998,1.157530
5865,161.264004,1.157696
5866,161.682998,1.157863
5867,160.008000,1.158027
5868,160.915006,1.158193
5869,161.474003,1.158359
5870,160.426003,1.158525
5871,162.940996,1.158692
5872,160.497002,1.158858
5873,159.029005,1.159021
5874,162.591998,1.159189
5875,158.960000,1.159352
5876,165.106001,1.159522
5877,158.331997,1.159685
5878,159.308998,1.159849
5879,163.150005,1.160017
5880,163.360004,1.160185
5881,162.732002,1.160353
5882,170.903004,1.160529
5883,165.455000,1.160699
5884,162.173004,1.160866
5885,164.686993,1.161035
5886,161.054995,1.161202
5887,161.474003,1.161368
5888,162.102006,1.161535
5889,161.264004,1.161702
5890,161.963006,1.161868
5891,161.963006,1.162035
5892,161.543998,1.162201
5893,162.451994,1.162369
5894,162.661003,1.162536
5895,159.308998,1.162700
5896,161.684002,1.162866
5897,163.150005,1.163035
5898,170.134997,1.163210
5899,160.846001,1.163376
5900,161.333999,1.163542
5901,163.499994,1.163713
5902,160.915006,1.163879
5903,161.753997,1.164046
5904,158.330993,1.164209
5905,157.703005,1.164371
5906,180.401999,1.164557
5907,165.944002,1.164727
5908,161.333999,1.164894
5909,161.753007,1.165060
5910,165.175996,1.165230
5911,164.337995,1.165399
5912,160.566007,1.165565
5913,162.312004,1.165732
5914,159.308998,1.165897
5915,159.798001,1.166061
5916,163.079996,1.166229
5917,158.821000,1.166392
5918,162.033000,1.166559
5919,160.287003,1.166724
5920,161.474003,1.166891
5921,162.033000,1.167058
5922,158.890005,1.167221
5923,162.033000,1.167387
5924,160.148003,1.167552
5925,161.753007,1.167718
5926,160.287003,1.167884
5927,161.264994,1.168050
5928,166.992002,1.168221
5929,163.568999,1.168389
5930,178.724993,1.168572
5931,164.408004,1.168741
5932,159.588002,1.168906
5933,163.709003,1.169074
5934,162.520999,1.169241
5935,161.403994,1.169407
5936,160.566007,1.169572
5937,160.775002,1.169737
5938,162.242999,1.169904
5939,159.100004,1.170068
5940,162.871002,1.170235
5941,160.287003,1.170400
5942,165.314996,1.170613
5943,166.782003,1.170785
5944,157.424001,1.170947
5945,163.917997,1.171116
5946,163.849007,1.171284
5947,161.894000,1.171451
5948,159.239004,1.171616
5949,160.566007,1.171781
5950,161.264004,1.171947
5951,162.662007,1.172114
5952,161.264004,1.172280
5953,157.981995,1.172443
5954,192.203996,1.172640
5955,141.149998,1.172787
5956,137.658004,1.172929
5957,135.562994,1.173069
5958,137.238996,1.173211
5959,135.631999,1.173351
5960,138.635005,1.173493
5961,131.581997,1.173630
5962,137.727999,1.173773
5963,137.309005,1.173914
5964,137.448995,1.174056
5965,137.868003,1.174198
5966,134.165995,1.174336
5967,137.518000,1.174479
5968,135.980998,1.174618
5969,135.423004,1.174759
5970,136.679999,1.174900
5971,135.773007,1.175039
5972,141.430006,1.175185
5973,137.658004,1.175327
5974,133.258000,1.175464
5975,136.681003,1.175606
5976,135.773007,1.175746
5977,139.194002,1.175889
5978,136.261995,1.176031
5979,137.028997,1.176172
5980,142.546996,1.176320
5981,135.074006,1.176459
5982,155.397996,1.176619
5983,134.096001,1.176758
5984,135.353999,1.176897
5985,135.841998,1.177038
5986,135.284005,1.177178
5987,141.429002,1.177324
5988,133.259004,1.177462
5989,135.283000,1.177602
