i,latencyope,time
2140,171.252002,0.492126
2141,169.435996,0.492301
2142,176.909001,0.492482
2143,191.087005,0.492678
2144,172.090004,0.492855
2145,177.676993,0.493037
2146,175.513007,0.493218
2147,234.808002,0.493457
2148,175.023000,0.493639
2149,182.427000,0.493827
2150,178.375994,0.494010
2151,172.788001,0.494187
2152,178.793998,0.494371
2153,167.550999,0.494542
2154,166.293001,0.494713
2155,168.807004,0.494886
2156,165.106001,0.495056
2157,162.033000,0.495223
2158,171.391002,0.495398
2159,166.013997,0.495571
2160,171.111998,0.495746
2161,165.805002,0.495916
2162,166.502999,0.496087
2163,167.410995,0.496259
2164,166.990998,0.496431
2165,185.149998,0.496620
2166,169.227002,0.496794
2167,173.556997,0.496973
2168,168.876999,0.497146
2169,164.547004,0.497316
2170,159.798001,0.497480
2171,162.871002,0.497647
2172,170.554005,0.497822
2173,172.579006,0.498000
2174,178.585993,0.498225
2175,170.622996,0.498400
2176,176.071000,0.498581
2177,175.581998,0.498761
2178,177.747002,0.498944
2179,168.737999,0.499118
2180,172.159998,0.499295
2181,170.414001,0.499470
2182,176.001005,0.499650
2183,177.957001,0.499834
2184,172.369997,0.500011
2185,175.232999,0.500191
2186,169.994993,0.500365
2187,196.116001,0.500567
2188,173.207998,0.500745
2189,175.441994,0.500925
2190,176.978996,0.501107
2191,174.044995,0.501286
2192,175.513007,0.501466
2193,165.106001,0.501637
2194,177.258000,0.501819
2195,175.652007,0.501999
2196,175.373003,0.502180
2197,171.670996,0.502356
2198,171.320993,0.502532
2199,175.093999,0.502712
2200,168.876999,0.502886
2201,174.464003,0.503068
2202,170.204003,0.503243
2203,170.065003,0.503418
2204,174.743996,0.503598
2205,170.763000,0.503773
2206,175.163004,0.503953
2207,175.163004,0.504134
2208,290.261989,0.504429
2209,264.700007,0.504699
2210,178.515998,0.504884
2211,175.512003,0.505065
2212,175.861001,0.505247
2213,176.770001,0.505428
2214,178.935006,0.505612
2215,166.362996,0.505783
2216,172.928005,0.505961
2217,171.252002,0.506138
2218,169.924999,0.506312
2219,172.928005,0.506490
2220,189.411003,0.506684
2221,192.553998,0.506883
2222,174.254994,0.507063
2223,174.743996,0.507242
2224,175.302994,0.507422
2225,172.789005,0.507600
2226,174.115994,0.507779
2227,176.560003,0.507960
2228,164.965997,0.508131
2229,175.512003,0.508311
2230,176.839007,0.508493
2231,192.623003,0.508690
2232,171.809996,0.508867
2233,178.864997,0.509051
2234,177.049005,0.509233
2235,172.229004,0.509410
2236,175.442998,0.509590
2237,172.229993,0.509767
2238,173.627006,0.509945
2239,170.414001,0.510120
2240,177.188995,0.510302
2241,172.928005,0.510480
2242,172.928005,0.510658
2243,173.976005,0.510837
2244,176.211004,0.511018
2245,172.159998,0.511195
2246,175.442998,0.511375
2247,172.440006,0.511552
2248,182.007003,0.511739
2249,173.976005,0.511918
2250,173.346998,0.512095
2251,176.629997,0.512276
2252,171.252002,0.512453
2253,202.191994,0.512660
2254,167.759994,0.512832
2255,178.026996,0.513015
2256,176.071000,0.513195
2257,172.159998,0.513372
2258,179.982002,0.513557
2259,169.227002,0.513730
2260,171.042004,0.513906
2261,688.918983,0.514599
2262,264.420989,0.514876
2263,179.772993,0.515062
2264,172.928005,0.515241
2265,175.512003,0.515421
2266,172.508997,0.515598
2267,177.258000,0.515780
2268,172.369997,0.515958
2269,171.531006,0.516134
2270,175.722002,0.516315
2271,175.652007,0.516496
2272,189.479993,0.516689
2273,178.306000,0.516872
2274,176.210000,0.517052
2275,172.369997,0.517230
2276,170.554005,0.517405
2277,177.048001,0.517588
2278,179.003997,0.517772
2279,171.951004,0.517948
2280,179.633003,0.518133
2281,170.344007,0.518308
2282,173.975001,0.518487
2283,176.279995,0.518667
2284,174.533998,0.518846
2285,174.675006,0.519026
2286,174.953995,0.519205
2287,175.512003,0.519385
2288,176.839996,0.519566
2289,170.553001,0.519743
2290,173.277003,0.519921
2291,179.213996,0.520105
2292,173.976005,0.520283
2293,175.722002,0.520463
2294,194.787994,0.520663
2295,178.934002,0.520846
2296,177.467999,0.521029
2297,172.997999,0.521207
2298,167.341001,0.521378
2299,175.512003,0.521558
2300,174.743996,0.521738
2301,178.585004,0.521924
2302,173.346998,0.522102
2303,172.019994,0.522279
2304,173.416993,0.522457
2305,176.839007,0.522639
2306,170.763000,0.522814
2307,176.768997,0.522996
2308,176.490998,0.523177
2309,172.928005,0.523355
2310,177.816997,0.523538
2311,172.508997,0.523715
2312,171.321997,0.523891
2313,174.604007,0.524070
2314,171.111998,0.524246
2315,174.464003,0.524426
2316,195.137007,0.524625
2317,177.886002,0.524809
2318,179.701994,0.524993
2319,170.832995,0.525169
2320,176.909001,0.525351
2321,172.788001,0.525529
2322,177.119000,0.525711
2323,174.814006,0.525890
2324,180.051997,0.526074
2325,174.325003,0.526254
2326,171.531006,0.526430
2327,176.489993,0.526611
2328,176.140995,0.526792
2329,173.626002,0.526970
2330,169.924999,0.527144
2331,174.533998,0.527324
2332,175.930996,0.527505
2333,175.373003,0.527685
2334,173.136999,0.527863
2335,178.585004,0.528046
2336,176.421003,0.528227
2337,175.512003,0.528407
2338,198.351001,0.528651
2339,180.750998,0.528837
2340,149.671003,0.528991
2341,128.369007,0.529124
2342,135.003997,0.529264
2343,124.179001,0.529392
2344,126.763000,0.529523
2345,125.924998,0.529654
2346,125.366001,0.529785
2347,125.506005,0.529914
2348,128.300002,0.530047
2349,126.412997,0.530178
2350,125.924998,0.530309
2351,124.038997,0.530437
2352,129.277003,0.530571
2353,125.296006,0.530701
2354,126.832994,0.530832
2355,126.553001,0.530963
2356,125.784994,0.531094
2357,127.460997,0.531225
2358,127.321997,0.531357
2359,126.971994,0.531489
2360,122.084006,0.531615
2361,127.601001,0.531748
2362,126.901999,0.531880
2363,129.766006,0.532014
2364,127.809995,0.532146
2365,124.668004,0.532275
2366,128.159998,0.532407
2367,139.822994,0.532552
2368,127.321997,0.532683
2369,126.273997,0.532814
2370,126.344006,0.532944
2371,126.971994,0.533076
2372,124.458005,0.533205
2373,123.689999,0.533333
2374,128.718006,0.533466
2375,125.015998,0.533596
2376,127.320993,0.533727
2377,126.204002,0.533858
2378,122.572994,0.533985
2379,127.320993,0.534117
2380,125.924998,0.534247
2381,125.435996,0.534377
2382,125.435996,0.534508
2383,126.063998,0.534638
2384,127.809995,0.534771
2385,128.298998,0.534903
2386,128.298998,0.535036
2387,125.017003,0.535166
2388,127.809995,0.535298
2389,126.832994,0.535431
2390,124.946993,0.535561
2391,210.223006,0.535776
2392,126.832994,0.535907
2393,129.556007,0.536041
2394,125.435006,0.536170
2395,124.526996,0.536299
2396,125.923994,0.536430
2397,145.061000,0.536580
2398,128.579006,0.536713
2399,125.715000,0.536844
2400,123.620004,0.536972
2401,128.090003,0.537108
2402,126.273997,0.537238
2403,128.019994,0.537370
2404,122.990998,0.537498
2405,128.508997,0.537631
2406,128.159998,0.537764
2407,127.601001,0.537896
2408,129.695996,0.538030
2409,123.481004,0.538158
2410,125.506005,0.538288
2411,127.949999,0.538420
2412,124.876999,0.538549
2413,126.622996,0.538680
2414,126.763000,0.538812
2415,125.645005,0.538942
2416,127.392006,0.539073
2417,124.248007,0.539202
2418,123.970007,0.539330
2419,124.946993,0.539461
2420,125.435006,0.539590
2421,128.857995,0.539724
2422,123.061007,0.539851
2423,127.880005,0.539983
2424,124.458005,0.540112
2425,126.763000,0.540244
2426,123.898993,0.540373
2427,139.962998,0.540518
2428,134.515998,0.540657
2429,128.857995,0.540790
2430,129.556996,0.540924
2431,124.667000,0.541054
2432,125.435006,0.541184
2433,127.670006,0.541316
2434,124.946993,0.541445
2435,124.038997,0.541573
2436,126.414001,0.541705
2437,126.903004,0.541836
2438,128.298998,0.541969
2439,127.949999,0.542102
2440,125.784994,0.542231
2441,124.946993,0.542360
2442,123.969003,0.542489
2443,128.857995,0.542622
2444,124.458005,0.542751
2445,129.836000,0.542886
2446,128.788000,0.543019
2447,125.994004,0.543150
2448,124.038997,0.543278
2449,127.670006,0.543410
2450,126.343002,0.543541
2451,126.622996,0.543672
2452,124.876999,0.543801
2453,127.531006,0.543933
2454,128.298998,0.544066
2455,129.836000,0.544200
2456,125.924998,0.544331
2457,125.296996,0.544460
2458,157.422997,0.544621
2459,126.483006,0.544752
2460,128.300002,0.544885
2461,129.417007,0.545019
2462,124.876999,0.545148
2463,127.531006,0.545280
2464,124.946993,0.545409
2465,126.622996,0.545541
2466,123.969003,0.545669
2467,125.855004,0.545799
2468,127.320993,0.545931
2469,127.880994,0.546064
2470,128.718006,0.546198
2471,125.645005,0.546327
2472,125.855004,0.546458
2473,124.878003,0.546587
2474,126.343002,0.546718
2475,130.813001,0.546853
2476,129.765001,0.546987
2477,127.320993,0.547119
2478,126.414001,0.547250
2479,123.271006,0.547377
2480,129.206994,0.547511
2481,125.924998,0.547641
2482,128.718995,0.547774
2483,125.015998,0.547904
2484,125.854000,0.548035
2485,128.788000,0.548168
2486,125.435996,0.548298
2487,127.460997,0.548430
2488,144.922000,0.548579
2489,128.579006,0.548712
2490,127.391002,0.548844
2491,125.506005,0.548973
2492,130.184999,0.549108
2493,123.759994,0.549236
2494,128.647996,0.549370
2495,125.157007,0.549500
2496,125.855004,0.549630
2497,124.807004,0.549760
2498,125.924998,0.549890
2499,128.298998,0.550023
2500,125.924998,0.550153
2501,124.109007,0.550285
2502,131.722001,0.550462
2503,127.810999,0.550594
2504,128.088999,0.550726
2505,124.038997,0.550855
2506,124.736995,0.550984
2507,130.465007,0.551119
2508,127.670995,0.551251
2509,126.344006,0.551382
2510,123.271006,0.551509
2511,127.809995,0.551642
2512,127.741005,0.551774
2513,126.832994,0.551905
2514,127.181993,0.552036
2515,125.645005,0.552167
2516,126.693005,0.552298
2517,127.181993,0.552429
2518,142.197998,0.552576
2519,126.414001,0.552707
2520,126.204002,0.552837
2521,128.369007,0.552971
2522,125.645995,0.553101
2523,126.273997,0.553232
2524,127.181993,0.553363
2525,125.855004,0.553494
2526,127.949999,0.553626
2527,124.528000,0.553756
2528,124.389000,0.553884
2529,130.184999,0.554018
2530,126.133993,0.554149
2531,127.601001,0.554281
2532,124.807993,0.554410
2533,127.181993,0.554542
2534,128.997999,0.554676
2535,126.344006,0.554806
2536,126.204002,0.554936
2537,126.343002,0.555067
2538,124.387996,0.555195
2539,129.905995,0.555330
2540,126.693005,0.555461
2541,122.711994,0.555589
2542,128.579006,0.555721
2543,125.715000,0.555851
2544,128.788000,0.555985
2545,127.181993,0.556117
2546,125.366001,0.556246
2547,124.248996,0.556374
2548,141.009994,0.556521
2549,133.258000,0.556659
2550,123.339996,0.556786
2551,129.136999,0.556920
2552,130.465007,0.557054
2553,126.344006,0.557185
2554,123.828999,0.557314
2555,125.225997,0.557444
2556,130.533997,0.557578
2557,126.204002,0.557709
2558,127.181993,0.557840
2559,122.992002,0.557968
2560,128.718006,0.558101
2561,126.832005,0.558233
2562,126.273997,0.558363
2563,127.531006,0.558494
2564,129.556007,0.558629
2565,126.133993,0.558759
2566,130.464003,0.558894
2567,125.296006,0.559023
2568,125.017003,0.559152
2569,125.784994,0.559283
2570,124.946993,0.559412
2571,128.997999,0.559546
2572,124.387996,0.559674
2573,127.042003,0.559805
2574,125.784994,0.559936
2575,125.645995,0.560066
2576,124.876999,0.560194
2577,125.225997,0.560323
2578,128.369007,0.560456
2579,143.943005,0.560605
2580,126.763000,0.560736
2581,125.156002,0.560865
2582,125.784994,0.560995
2583,130.044995,0.561130
2584,125.435996,0.561260
2585,125.296006,0.561389
2586,126.412997,0.561520
2587,125.085993,0.561650
2588,129.136999,0.561783
2589,124.248996,0.561912
2590,127.741005,0.562044
2591,126.553001,0.562175
2592,126.832994,0.562307
2593,127.601001,0.562439
2594,122.501995,0.562566
2595,126.903004,0.562698
2596,127.809995,0.562830
2597,125.015998,0.562959
2598,126.412997,0.563091
2599,125.645005,0.563220
2600,126.763000,0.563351
2601,126.763000,0.563486
2602,126.412997,0.563617
2603,124.946004,0.563747
2604,125.435006,0.563877
2605,126.414001,0.564007
2606,127.809995,0.564140
2607,125.505001,0.564271
2608,132.978006,0.564408
2609,146.039005,0.564558
2610,129.206994,0.564692
2611,127.111998,0.564823
2612,124.387996,0.564952
2613,129.905005,0.565086
2614,123.898993,0.565215
2615,127.531006,0.565347
2616,122.992002,0.565474
2617,128.088999,0.565607
2618,125.924998,0.565738
2619,125.017003,0.565867
2620,125.924998,0.565997
2621,124.597995,0.566126
2622,124.528000,0.566255
2623,126.063998,0.566386
2624,125.924998,0.566516
2625,124.389000,0.566645
2626,125.784994,0.566774
2627,126.553001,0.566905
2628,129.695996,0.567040
2629,124.038997,0.567168
2630,127.809995,0.567301
2631,125.924998,0.567432
2632,129.695996,0.567565
2633,127.670995,0.567698
2634,124.528000,0.567826
2635,128.439002,0.567959
2636,130.115004,0.568094
2637,125.435996,0.568224
2638,123.549995,0.568352
2639,126.901999,0.568483
2640,144.852005,0.568633
2641,125.435996,0.568763
2642,127.741005,0.568895
2643,125.994004,0.569025
2644,125.435996,0.569156
2645,126.903004,0.569288
2646,125.923994,0.569418
2647,126.971994,0.569549
2648,127.810999,0.569682
2649,125.435996,0.569811
2650,125.366001,0.569941
2651,124.248007,0.570070
2652,128.158994,0.570202
2653,129.346998,0.570336
2654,131.720997,0.570472
2655,125.994993,0.570603
2656,124.038997,0.570732
2657,127.601001,0.570864
2658,124.038997,0.570992
2659,127.949999,0.571124
2660,123.480000,0.571252
2661,127.531006,0.571384
2662,129.695996,0.571518
2663,125.506005,0.571647
2664,127.392006,0.571780
2665,124.667000,0.571909
2666,135.773007,0.572091
2667,132.279994,0.572228
2668,125.225997,0.572357
2669,124.177997,0.572486
2670,147.365994,0.572638
2671,127.809995,0.572771
2672,128.579006,0.572903
2673,125.994004,0.573033
2674,127.111998,0.573165
2675,127.111998,0.573297
2676,126.204002,0.573427
2677,127.741005,0.573559
2678,124.597005,0.573687
2679,127.320993,0.573819
2680,125.784994,0.573950
2681,128.298998,0.574083
2682,122.362995,0.574210
2683,126.622996,0.574341
2684,128.579006,0.574474
2685,126.204002,0.574605
2686,127.111998,0.574736
2687,123.410005,0.574864
2688,126.832005,0.574995
2689,128.718006,0.575128
2690,124.876999,0.575258
2691,126.133993,0.575388
2692,126.763000,0.575519
2693,127.531006,0.575651
2694,129.067994,0.575784
2695,126.204002,0.575915
2696,127.810999,0.576047
2697,128.159998,0.576181
2698,125.784994,0.576311
2699,129.905995,0.576445
2700,139.683994,0.576589
2701,129.067004,0.576726
2702,125.576000,0.576857
2703,125.435996,0.576987
2704,128.159998,0.577119
2705,125.924998,0.577249
2706,126.204002,0.577380
2707,129.067994,0.577513
2708,126.622996,0.577644
2709,126.693005,0.577775
2710,126.622996,0.577906
2711,127.741005,0.578039
2712,127.252002,0.578170
2713,125.435996,0.578300
2714,126.273997,0.578431
2715,125.645005,0.578562
2716,127.670006,0.578693
2717,126.622996,0.578825
2718,126.204002,0.578955
2719,125.296006,0.579084
2720,127.391002,0.579216
2721,127.250998,0.579347
2722,122.572004,0.579475
2723,130.884000,0.579609
2724,125.855004,0.579740
2725,125.645995,0.579870
2726,126.273997,0.580000
2727,128.579006,0.580133
2728,126.903004,0.580264
2729,126.204002,0.580395
2730,140.521995,0.580540
2731,130.882996,0.580675
2732,124.736995,0.580804
2733,126.133993,0.580934
2734,128.090003,0.581067
2735,123.341000,0.581195
2736,128.788000,0.581328
2737,124.876999,0.581457
2738,126.832994,0.581588
2739,127.111998,0.581719
2740,124.387996,0.581848
2741,133.676993,0.581987
2742,128.159998,0.582119
2743,131.441993,0.582254
2744,125.017003,0.582384
2745,124.807004,0.582513
2746,127.321997,0.582645
2747,127.111998,0.582776
2748,125.784994,0.582906
2749,125.157007,0.583036
2750,127.252002,0.583167
2751,125.156002,0.583297
2752,126.832994,0.583428
2753,126.622996,0.583559
2754,125.435996,0.583689
2755,128.369007,0.583821
2756,126.483006,0.583952
2757,125.085993,0.584081
2758,128.718006,0.584214
2759,125.645995,0.584345
2760,126.763000,0.584476
2761,142.128003,0.584622
2762,124.109007,0.584751
2763,130.743996,0.584886
2764,124.458005,0.585015
2765,128.928004,0.585149
2766,123.969003,0.585277
2767,126.554005,0.585408
2768,128.298998,0.585541
2769,126.133993,0.585672
2770,127.321997,0.585803
2771,124.038997,0.585931
2772,126.414001,0.586062
2773,129.766006,0.586196
2774,124.387996,0.586325
2775,126.133993,0.586456
2776,125.366001,0.586586
2777,126.761995,0.586717
2778,127.809995,0.586849
2779,124.946993,0.586978
2780,130.814005,0.587114
2781,126.903004,0.587245
2782,130.184999,0.587379
2783,126.554005,0.587509
2784,123.898993,0.587638
2785,126.901999,0.587769
2786,125.364997,0.587899
2787,127.880005,0.588031
2788,126.412997,0.588162
2789,127.392006,0.588295
2790,129.766006,0.588429
2791,144.922000,0.588578
2792,131.232999,0.588714
2793,125.296006,0.588844
2794,127.392006,0.588976
2795,128.369007,0.589109
2796,126.763000,0.589240
2797,124.248007,0.589368
2798,125.366001,0.589498
2799,125.225997,0.589627
2800,126.832994,0.589758
2801,123.759004,0.589890
2802,126.903004,0.590022
2803,127.880005,0.590154
2804,125.924998,0.590284
2805,128.369007,0.590417
2806,121.664001,0.590543
2807,126.903004,0.590675
2808,126.344006,0.590805
2809,127.321997,0.590936
2810,126.344006,0.591067
2811,128.369007,0.591200
2812,127.321997,0.591332
2813,127.880005,0.591464
2814,126.414001,0.591594
2815,125.506005,0.591725
2816,125.924998,0.591855
2817,128.649001,0.591988
2818,127.740001,0.592120
2819,123.759004,0.592248
2820,126.273997,0.592378
2821,142.407007,0.592525
2822,133.887006,0.592664
2823,125.227001,0.592794
2824,125.855004,0.592924
2825,123.898993,0.593052
2826,128.788000,0.593185
2827,128.857995,0.593318
2828,123.969003,0.593447
2829,132.419998,0.593626
2830,131.232999,0.593762
2831,128.789005,0.593894
2832,128.088999,0.594026
2833,128.298998,0.594157
2834,127.601001,0.594290
2835,127.181003,0.594421
2836,126.483006,0.594551
2837,127.321997,0.594683
2838,125.086997,0.594813
2839,126.832994,0.594944
2840,125.784994,0.595074
2841,126.344006,0.595205
2842,128.579006,0.595338
2843,126.693005,0.595469
2844,127.111998,0.595600
2845,124.807004,0.595729
2846,125.715000,0.595859
2847,125.855004,0.595990
2848,127.670006,0.596121
2849,126.343002,0.596253
2850,124.387996,0.596382
2851,140.521995,0.596527
2852,129.067994,0.596661
2853,125.366001,0.596790
2854,127.949999,0.596922
2855,126.343002,0.597053
2856,128.158994,0.597186
2857,126.832005,0.597317
2858,126.134997,0.597447
2859,128.158994,0.597579
2860,125.715000,0.597709
2861,125.715000,0.597839
2862,126.622996,0.597970
2863,125.855004,0.598100
2864,130.115994,0.598235
2865,126.344006,0.598366
2866,127.181993,0.598498
2867,127.601001,0.598629
2868,123.271006,0.598757
2869,127.111998,0.598889
2870,125.225997,0.599018
2871,128.159998,0.599151
2872,280.764012,0.599435
2873,473.736989,0.599914
2874,299.061998,0.600222
2875,224.959993,0.600453
2876,283.278001,0.600742
2877,244.166993,0.600992
2878,277.201005,0.601275
2879,220.211004,0.601502
2880,212.458006,0.601719
2881,211.131002,0.601935
2882,211.131002,0.602151
2883,172.649001,0.602328
2884,170.134997,0.602503
2885,169.225998,0.602677
2886,170.414001,0.602852
2887,170.832005,0.603028
2888,173.067994,0.603206
2889,169.716004,0.603381
2890,166.711994,0.603552
2891,171.321997,0.603728
2892,170.763000,0.603904
2893,173.766006,0.604082
2894,167.759994,0.604255
2895,169.506005,0.604430
2896,183.893993,0.604618
2897,173.836001,0.604796
2898,172.857995,0.604974
2899,169.367006,0.605148
2900,168.946994,0.605321
2901,206.033001,0.605535
2902,260.859000,0.605801
2903,258.065993,0.606064
2904,206.591998,0.606276
2905,199.468006,0.606480
2906,194.020002,0.606679
2907,190.667997,0.606874
2908,197.093002,0.607075
2909,196.185996,0.607276
2910,197.094007,0.607478
2911,194.020002,0.607677
2912,191.087005,0.607874
2913,197.582995,0.608076
2914,207.919002,0.608289
2915,222.515999,0.608517
2916,229.708996,0.608751
2917,214.553002,0.608971
2918,219.512003,0.609195
2919,211.202001,0.609411
2920,209.944003,0.609626
2921,206.591998,0.609838
2922,208.269004,0.610051
2923,209.873993,0.610266
2924,207.639998,0.610478
2925,205.543998,0.610689
2926,212.598999,0.610906
2927,213.227002,0.611123
2928,220.421003,0.611348
2929,207.150995,0.611561
2930,213.157007,0.611778
2931,211.131002,0.611994
2932,221.188006,0.612220
2933,212.458006,0.612437
2934,248.705997,0.612691
2935,216.718996,0.612913
2936,214.134998,0.613132
2937,213.227002,0.613350
2938,205.195000,0.613560
2939,211.341001,0.613776
2940,212.876999,0.613994
2941,215.323002,0.614214
2942,212.179002,0.614432
2943,207.150006,0.614644
2944,210.152997,0.614859
2945,219.722002,0.615083
2946,208.127996,0.615297
2947,211.830004,0.615514
2948,210.990998,0.615730
2949,211.271006,0.615946
2950,214.483996,0.616166
2951,207.568999,0.616379
2952,227.056007,0.616611
2953,216.019995,0.616831
2954,210.992002,0.617047
2955,219.791007,0.617272
2956,218.814006,0.617496
2957,213.437001,0.617715
2958,211.481005,0.617931
2959,207.499994,0.618143
2960,210.294005,0.618358
2961,209.734993,0.618573
2962,212.946994,0.618790
2963,208.407000,0.619003
2964,210.015001,0.619218
2965,207.849007,0.619431
2966,210.782004,0.619647
2967,211.271006,0.619863
2968,207.778998,0.620075
2969,208.825993,0.620290
2970,224.471005,0.620518
2971,224.681004,0.620748
2972,210.362996,0.620963
2973,210.223006,0.621178
2974,207.290999,0.621390
2975,212.108993,0.621607
2976,208.896003,0.621821
2977,213.855994,0.622040
2978,211.132006,0.622255
2979,214.065003,0.622475
2980,212.458996,0.622692
2981,211.271006,0.622908
2982,216.718996,0.623130
2983,210.992002,0.623346
2984,214.622996,0.623565
2985,516.340020,0.624087
2986,212.458996,0.624309
2987,228.103003,0.624543
2988,222.585993,0.624770
2989,212.248997,0.624987
2990,211.969993,0.625203
2991,206.312994,0.625415
2992,215.252003,0.625634
2993,319.526007,0.626005
2994,307.373004,0.626317
2995,304.788991,0.626627
2996,301.227003,0.626934
2997,230.477002,0.627170
2998,213.227002,0.627388
2999,212.876999,0.627606
3000,211.691004,0.627823
3001,218.394998,0.628050
3002,218.185000,0.628274
3003,215.321998,0.628494
3004,240.395006,0.628740
3005,242.070993,0.628988
3006,303.531997,0.629297
3007,297.246996,0.629599
3008,298.783008,0.629903
3009,223.074996,0.630132
3010,219.512993,0.630356
3011,209.595004,0.630571
3012,209.805003,0.630785
3013,209.316000,0.630999
3014,216.508997,0.631221
3015,193.811007,0.631420
3016,194.648994,0.631620
3017,194.719003,0.631819
3018,189.829007,0.632014
3019,201.493007,0.632220
3020,210.013997,0.632434
3021,230.897000,0.632671
3022,206.662007,0.632882
3023,211.060993,0.633097
3024,215.042004,0.633317
3025,206.451994,0.633529
3026,208.616999,0.633743
3027,209.385995,0.633957
3028,210.572005,0.634173
3029,209.455000,0.634388
3030,206.732002,0.634599
3031,280.414999,0.634885
3032,219.373003,0.635109
3033,215.253007,0.635329
3034,205.684002,0.635540
3035,206.102995,0.635751
3036,212.458996,0.635969
3037,215.392007,0.636189
3038,211.200997,0.636405
3039,221.467999,0.636631
3040,208.616999,0.636845
3041,210.362996,0.637060
3042,212.109997,0.637277
3043,212.108993,0.637494
3044,206.732002,0.637705
3045,212.179002,0.637922
3046,215.602005,0.638142
3047,209.385995,0.638357
3048,211.341001,0.638573
3049,230.827005,0.638809
3050,211.410996,0.639025
3051,210.433005,0.639241
3052,208.616999,0.639454
3053,209.385995,0.639669
3054,211.551000,0.639885
3055,210.293001,0.640100
3056,209.874997,0.640315
3057,223.563999,0.640544
3058,288.167008,0.640837
3059,219.373003,0.641062
3060,210.782004,0.641277
3061,211.759994,0.641495
3062,206.102995,0.641705
3063,211.690000,0.641922
3064,209.036996,0.642136
3065,210.992002,0.642352
3066,208.826998,0.642565
3067,212.389001,0.642782
3068,215.670996,0.643003
3069,209.595004,0.643218
3070,208.476995,0.643431
3071,208.198006,0.643644
3072,207.079996,0.643856
3073,208.476995,0.644070
3074,207.499994,0.644282
3075,206.242999,0.644493
3076,234.948006,0.644733
3077,211.691004,0.644950
3078,212.038998,0.645167
3079,207.499994,0.645378
3080,214.133994,0.645597
3081,210.294005,0.645813
3082,211.132006,0.646029
3083,211.481005,0.646245
3084,204.985001,0.646455
3085,213.785999,0.646674
3086,208.268000,0.646887
3087,206.522003,0.647098
3088,209.455000,0.647313
3089,208.059006,0.647525
3090,210.782004,0.647741
3091,209.316000,0.647956
3092,375.469011,0.648336
3093,235.226995,0.648578
3094,238.927998,0.648822
3095,217.277993,0.649045
3096,212.389001,0.649262
3097,209.805003,0.649476
3098,212.108993,0.649693
3099,210.084007,0.649908
3100,212.668005,0.650126
3101,202.262003,0.650336
3102,210.013997,0.650551
3103,206.871002,0.650762
3104,209.595004,0.650977
3105,208.687998,0.651191
3106,205.682998,0.651402
3107,211.690000,0.651618
3108,209.036007,0.651832
3109,207.499004,0.652044
3110,208.686994,0.652258
3111,213.227002,0.652476
3112,242.979004,0.652724
3113,209.455000,0.652939
3114,207.709003,0.653151
3115,207.988007,0.653363
3116,209.106001,0.653577
3117,208.897007,0.653791
3118,207.150995,0.654003
3119,204.287004,0.654212
3120,211.620005,0.654428
3121,212.807994,0.654645
3122,207.639998,0.654858
3123,208.408004,0.655071
3124,216.440007,0.655293
3125,233.551007,0.655531
3126,210.084007,0.655746
3127,210.782004,0.655962
3128,206.662007,0.656173
3129,212.040002,0.656390
3130,228.592005,0.656624
3131,211.061997,0.656839
3132,209.036007,0.657053
3133,210.013997,0.657268
3134,211.759994,0.657484
3135,209.385005,0.657699
3136,206.242999,0.657910
3137,207.988996,0.658122
3138,227.544995,0.658355
3139,208.826998,0.658568
3140,206.033001,0.658778
3141,206.801007,0.658990
3142,217.348002,0.659212
3143,210.572995,0.659428
3144,209.106001,0.659642
3145,206.662007,0.659854
3146,205.125005,0.660063
3147,214.763000,0.660283
3148,208.059006,0.660496
3149,221.188995,0.660736
3150,207.081001,0.660948
3151,212.389001,0.661166
3152,212.248997,0.661383
3153,207.289995,0.661595
3154,207.079996,0.661807
3155,209.385005,0.662021
3156,218.394998,0.662245
3157,2237.170935,0.664534
3158,517.946028,0.665073
3159,501.043978,0.665584
3160,457.602990,0.666052
3161,280.693988,0.666342
3162,199.607995,0.666549
3163,192.413994,0.666749
3164,198.281006,0.666954
3165,193.391999,0.667155
3166,195.347995,0.667357
3167,189.900005,0.667555
3168,188.852006,0.667752
3169,195.417000,0.667955
3170,188.781996,0.668151
3171,191.925006,0.668350
3172,340.967003,0.668699
3173,203.518997,0.668910
3174,198.281006,0.669116
3175,189.829007,0.669313
3176,189.130995,0.669509
3177,191.575993,0.669708
3178,220.419999,0.669936
3179,245.564006,0.670189
3180,197.582005,0.670394
3181,189.970000,0.670591
3182,192.694002,0.670790
3183,191.297004,0.670989
3184,195.417000,0.671192
3185,189.411003,0.671389
3186,192.205000,0.671588
3187,192.763997,0.671789
3188,191.365994,0.671988
3189,195.347006,0.672191
3190,186.477002,0.672385
3191,208.825993,0.672602
3192,192.274005,0.672802
3193,194.719003,0.673004
3194,186.057994,0.673197
3195,192.553998,0.673397
3196,194.717999,0.673599
3197,188.432998,0.673794
3198,194.438995,0.673996
3199,187.316007,0.674190
3200,192.134001,0.674390
3201,191.296000,0.674593
3202,188.642007,0.674789
3203,196.813999,0.674993
3204,192.344000,0.675192
3205,190.178995,0.675390
3206,192.064996,0.675589
3207,286.489987,0.675883
3208,282.440014,0.676175
3209,201.493996,0.676384
3210,243.189003,0.676635
3211,264.350994,0.676906
3212,198.071997,0.677112
3213,196.605004,0.677316
3214,192.973006,0.677517
3215,190.109000,0.677714
